Human_Label_Index,Human_Label,Machine_Label_Index,Machine_Label,Bubble_size,Concept_Indices
5,smell,9,pump,1,[18]
1,awareness,3,lubricant;bottle,1,[45]
6,cost,6,lubricant;industry,1,[7]
3,long lasting,0,lubricant;lubrication,2,[4; 5]
6,cost,2,lubricant;viscosity,1,[40]
1,awareness,6,lubricant;industry,1,[51]
5,smell,1,lubrication;lubricants,1,[8]
2,performance,5,,1,[19]
4,aesthetics,0,lubricant;lubrication,2,[11; 12]
3,long lasting,3,lubricant;bottle,2,[14; 15]
2,performance,9,pump,1,[28]
4,aesthetics,4,lubricant;time,2,[22; 23]
5,smell,0,lubricant;lubrication,3,[42; 43; 44]
2,performance,2,lubricant;viscosity,4,[30; 31; 32; 33]
5,smell,3,lubricant;bottle,1,[13]
1,awareness,1,lubrication;lubricants,4,[24; 25; 26; 27]
4,aesthetics,10,self,2,[20; 21]
3,long lasting,2,lubricant;viscosity,1,[56]
0,environment friendly,0,lubricant;lubrication,5,[34; 35; 36; 37; 38]
5,smell,11,pleasant;smell,1,[46]
4,aesthetics,5,,1,[55]
6,cost,0,lubricant;lubrication,2,[52; 53]
1,awareness,4,lubricant;time,1,[6]
7,noise,5,,1,[50]
2,performance,3,lubricant;bottle,2,[1; 2]
4,aesthetics,2,lubricant;viscosity,1,[29]
1,awareness,0,lubricant;lubrication,1,[57]
5,smell,5,,2,[39; 41]
2,performance,7,hydrocarbons;fumes,1,[9]
6,cost,1,lubrication;lubricants,1,[10]
5,smell,7,hydrocarbons;fumes,1,[3]
2,performance,11,pleasant;smell,1,[54]
2,performance,6,lubricant;industry,1,[60]
2,performance,0,lubricant;lubrication,3,[47; 48; 49]
1,awareness,8,operator,2,[16; 17]
4,aesthetics,3,lubricant;bottle,2,[58; 59]
