Human_Label_Index,Human_Label,Machine_Label_Index,Machine_Label,Bubble_size,Concept_Indices
12,new vehicle shapes/forms,1,ride;riders,3,[57; 58; 59]
3,interior desgn,0,car;cars,2,[74; 75]
11,optimizing efficiency,2,cav;buses,2,[82; 83]
5,kids,1,ride;riders,1,[55]
10,interior design,3,seats;seat,1,[25]
7,commute / peak management,2,cav;buses,1,[56]
4,transition to av,0,car;cars,2,[1; 79]
1,use cases,2,cav;buses,2,[76; 77]
9,safety & health,0,car;cars,2,[22; 23]
3,interior desgn,3,seats;seat,2,[20; 21]
8,pricing & cost,1,ride;riders,1,[19]
11,optimizing efficiency,1,ride;riders,1,[29]
0,infrastructure planning,4,,1,[13]
10,interior design,0,car;cars,4,[70; 71; 72; 73]
1,use cases,1,ride;riders,9,[40; 41; 42; 43; 44; 45; 46; 47; 48]
3,interior desgn,2,cav;buses,2,[38; 39]
0,infrastructure planning,0,car;cars,9,[5; 6; 7; 8; 9; 10; 11; 80; 81]
8,pricing & cost,2,cav;buses,2,[68; 69]
7,commute / peak management,1,ride;riders,2,[17; 18]
2,basic concept,2,cav;buses,3,[14; 15; 16]
6,transition to automated vehicles,0,car;cars,2,[4; 12]
10,interior design,1,ride;riders,2,[53; 54]
1,use cases,0,car;cars,8,[60; 61; 62; 63; 64; 65; 66; 67]
0,infrastructure planning,1,ride;riders,1,[78]
7,commute / peak management,0,car;cars,1,[24]
12,new vehicle shapes/forms,0,car;cars,8,[30; 31; 32; 33; 34; 35; 36; 37]
9,safety & health,2,cav;buses,2,[49; 50]
2,basic concept,0,car;cars,2,[51; 52]
5,kids,2,cav;buses,2,[2; 3]
0,infrastructure planning,2,cav;buses,3,[26; 27; 28]
