Human_Label_Index,Human_Label,Machine_Label_Index,Machine_Label,Bubble_size,Concept_Indices
18,aesthetics,0,car;passenger,2,[46; 47]
12,driver condition & hand-over of control,1,car;cameras,1,[8]
6,visiblity,6,mode;dashboard,1,[54]
3,smart mobility,0,car;passenger,1,[45]
14,redesigning infrastructure,4,,1,[20]
8,mobility and route,0,car;passenger,1,[10]
16,visibility and safety,2,cars;headset,1,[43]
12,driver condition & hand-over of control,5,seats;driver,1,[14]
5,handing-over of control,1,car;cameras,2,[2; 3]
0,productivity and functionality,3,buses;vehicles,1,[57]
1,pedestrian communication,2,cars;headset,1,[15]
3,smart mobility,3,buses;vehicles,1,[4]
0,productivity and functionality,6,mode;dashboard,3,[11; 12; 13]
7,awareness of av tech,6,mode;dashboard,1,[51]
4,internal comfortability,4,,1,[7]
15,service,0,car;passenger,6,[25; 26; 27; 28; 29; 30]
2,internal experience,2,cars;headset,2,[23; 24]
8,mobility and route,6,mode;dashboard,1,[21]
1,pedestrian communication,1,car;cameras,3,[31; 32; 33]
0,productivity and functionality,0,car;passenger,9,[34; 35; 36; 37; 38; 39; 40; 41; 42]
0,productivity and functionality,4,,1,[58]
6,visiblity,0,car;passenger,1,[1]
17,driver monitoring,1,car;cameras,1,[44]
11,safety; functionality,0,car;passenger,1,[6]
19,connecting with others,2,cars;headset,1,[56]
16,visibility and safety,0,car;passenger,1,[59]
1,pedestrian communication,0,car;passenger,2,[49; 50]
9,functionality and usability,6,mode;dashboard,1,[19]
5,handing-over of control,5,seats;driver,1,[9]
0,productivity and functionality,1,car;cameras,1,[52]
7,awareness of av tech,0,car;passenger,1,[5]
10,mobility & driver condition,6,mode;dashboard,1,[48]
13,sharing control,5,seats;driver,1,[16]
16,visibility and safety,1,car;cameras,1,[53]
2,internal experience,0,car;passenger,2,[17; 18]
3,smart mobility,4,,1,[55]
13,sharing control,0,car;passenger,1,[22]
